0.000000e+00   -6.416212e-03 
1.288136e+01   -6.416212e-03 
1.288136e+01   -6.388645e-03 
2.576271e+01   -6.388645e-03 
2.576271e+01   -6.336146e-03 
3.864407e+01   -6.336146e-03 
3.864407e+01   -6.263693e-03 
5.152542e+01   -6.263693e-03 
5.152542e+01   -6.175440e-03 
6.440678e+01   -6.175440e-03 
6.440678e+01   -6.074850e-03 
7.728814e+01   -6.074850e-03 
7.728814e+01   -5.964808e-03 
9.016949e+01   -5.964808e-03 
9.016949e+01   -5.847712e-03 
1.030508e+02   -5.847712e-03 
1.030508e+02   -5.725551e-03 
1.159322e+02   -5.725551e-03 
1.159322e+02   -5.599973e-03 
1.288136e+02   -5.599973e-03 
1.288136e+02   -5.472339e-03 
1.416949e+02   -5.472339e-03 
1.416949e+02   -5.343771e-03 
1.545763e+02   -5.343771e-03 
1.545763e+02   -5.215190e-03 
1.674576e+02   -5.215190e-03 
1.674576e+02   -5.087347e-03 
1.803390e+02   -5.087347e-03 
1.803390e+02   -4.960856e-03 
1.932203e+02   -4.960856e-03 
1.932203e+02   -4.836210e-03 
2.061017e+02   -4.836210e-03 
2.061017e+02   -4.713807e-03 
2.189831e+02   -4.713807e-03 
2.189831e+02   -4.593962e-03 
2.318644e+02   -4.593962e-03 
2.318644e+02   -4.476922e-03 
2.447458e+02   -4.476922e-03 
2.447458e+02   -4.362880e-03 
2.576271e+02   -4.362880e-03 
2.576271e+02   -4.251978e-03 
2.705085e+02   -4.251978e-03 
2.705085e+02   -4.144324e-03 
2.833898e+02   -4.144324e-03 
2.833898e+02   -4.039991e-03 
2.962712e+02   -4.039991e-03 
2.962712e+02   -3.939026e-03 
3.091525e+02   -3.939026e-03 
3.091525e+02   -3.841457e-03 
3.220339e+02   -3.841457e-03 
3.220339e+02   -3.747293e-03 
3.349153e+02   -3.747293e-03 
3.349153e+02   -3.656528e-03 
3.477966e+02   -3.656528e-03 
3.477966e+02   -3.569146e-03 
3.606780e+02   -3.569146e-03 
3.606780e+02   -3.485121e-03 
3.735593e+02   -3.485121e-03 
3.735593e+02   -3.404423e-03 
3.864407e+02   -3.404423e-03 
3.864407e+02   -3.327013e-03 
3.993220e+02   -3.327013e-03 
3.993220e+02   -3.252850e-03 
4.122034e+02   -3.252850e-03 
4.122034e+02   -3.181890e-03 
4.250847e+02   -3.181890e-03 
4.250847e+02   -3.114086e-03 
4.379661e+02   -3.114086e-03 
4.379661e+02   -3.049392e-03 
4.508475e+02   -3.049392e-03 
4.508475e+02   -2.987759e-03 
4.637288e+02   -2.987759e-03 
4.637288e+02   -2.929139e-03 
4.766102e+02   -2.929139e-03 
4.766102e+02   -2.873486e-03 
4.894915e+02   -2.873486e-03 
4.894915e+02   -2.820753e-03 
5.023729e+02   -2.820753e-03 
5.023729e+02   -2.770896e-03 
5.152542e+02   -2.770896e-03 
5.152542e+02   -2.723870e-03 
5.281356e+02   -2.723870e-03 
5.281356e+02   -2.679633e-03 
5.410169e+02   -2.679633e-03 
5.410169e+02   -2.638145e-03 
5.538983e+02   -2.638145e-03 
5.538983e+02   -2.599369e-03 
5.667797e+02   -2.599369e-03 
5.667797e+02   -2.563267e-03 
5.796610e+02   -2.563267e-03 
5.796610e+02   -2.529805e-03 
5.925424e+02   -2.529805e-03 
5.925424e+02   -2.498952e-03 
6.054237e+02   -2.498952e-03 
6.054237e+02   -2.470677e-03 
6.183051e+02   -2.470677e-03 
6.183051e+02   -2.444954e-03 
6.311864e+02   -2.444954e-03 
6.311864e+02   -2.421756e-03 
6.440678e+02   -2.421756e-03 
6.440678e+02   -2.401063e-03 
6.569492e+02   -2.401063e-03 
6.569492e+02   -2.382852e-03 
6.698305e+02   -2.382852e-03 
6.698305e+02   -2.367106e-03 
6.827119e+02   -2.367106e-03 
6.827119e+02   -2.353809e-03 
6.955932e+02   -2.353809e-03 
